Text,CB_Label
hope your feelin betta girl  miss your punk ass around here!,0
damn  woulda been nice to see u. I was crashing someone elses party ;),0
a bitch cant stand drunks tonight!! but if they tip good I might be coo! LMFAOOO!,0
why the hell your customer tried talking shit too me! I should to just push his ass tha ground! Fuck excuse me!,0
I miss your ass too! :0),0
ooops that message was for your ass! LMAO!,0
Love him or hate him  He is the man soon to be leading this country. He is everybodies hope of a turnaround!,0
re tomorrow night  i'm thinking it's not such a good idea.  hate to wimp out  but ice is not nice  supposed to hit 16F 2nite. yeow.,0
that's hilarious: environmental sensitivity = hippie stink? i know the snow + roads in sea = bitch  but it's a 1 in 30 yr deal.,0
yeahhh&#8230; I hate milk. Plus I'm lactose intolerant,0
Peter DeLuca i could not hate you more,0
lol to ever since I got this twitterific I'm tweeting my ass off lol,0
honestly  I can't say I'm not guilty of telling that same lie a time or two. Karma is a bitch. Hope your check arrives soon,0
"One time I said ""cunt"" and all hell broke loose via DM. you'd think I'd called bush a genius I got so much hate mail",0
WLW: Fucking marvellous.,0
lol...Charles is exactly the wrong to hate though...he's putting in a lot of work.,0
yeah i guess ishould start to hate Lu to give him more promo..lmao,0
damn...it took me 2 years to finally find out how to listen to Hot 97 online ! ...thanks for the link !,0
www.tinyurl.com this way  your links wont take up all the damn space,0
lol....damn backwards smileys,0
" She also stood on her chair and screamed ""Don't pick the fat chicks from Danvers"" when he was bringing someone up on stage.",0
- Every time I see a new one of your blinkies up  I'm shocked. They are so damn cute and well done. :D,0
- Thankfully we haven't gotten any ice yet. Just a lot of rain. I hate ice. I always bust my shit.,0
I used to hate that about doing requests. It's one of the reasons I stopped. It's not that difficult to read and count! LOL.,0
Nice. They've cancelled ours. I ask you: how is a man supposed to get drunk and photocopy his ass at work now?,0
Yeah  I totally hate you so hard right now.,0
I tweeted it earlier but deleted it when trying to get Tweetdeck to work. Teetdeck seems to hate me. I'm unsure why.,0
You know  I'd love to see the Bibliography or Wikipedia entry that cites your ass as a reference. We need to make this happen.,0
"My mom still thinks Twitter is 'a gay thing'. As in: ""That's a thing the gays do  right?""",0
I know  but I hate it more when I lose a subscriber. It's like they decided they didn't like you anymore or something.,0
im way excited to see notorious.  i hope they dont fuck it up.  as long as its as good as eight mile  it will be a good movie.,0
maybe it has something 2 do w/ the unemployment increase. that sucks.,0
Ew. That sucks :( Can you take it back?,0
I'm the total opposite. I rather gift bag  they can be reused! lol Hate to see the pretty wrapping paper being thrown away. :P,0
If I drank coffee  today would be a treat day. Something sweet and full of fat. Carmel  hazelnut  white chocolate. . .,0
I hate when that happens! x,0
damn blue collar tweakers...,0
'How to Talk to Girls'. I'm going to write a gay centred spinoff  'How to ASL',0
I believe homophobes are terrified that they're secretly gay  so they want the idea out of sight and out of mind.,0
I know. I've been on the slaughtered team often enough to know how bad it sucks  though. And these kids are the creme de la creme ...,0
Never watched Thundercats  it was actually Hard Gay HOOOOO. If you don't know him  YouTube it. LOL it's great! (and not gay porn),0
lol wow...dick in a box! I love that song lol.,0
I swear this hour is just fucking twiddling it's thumbs as it passes. Ughhh hurry!,0
i hate the whole factor. Wrapping and unwrapping. Christmas is just about greed,0
Why Is He An Ass?,0
no not bad at all just hate un endure the greed on christmas eve night cause no one waits till christmas anymore,0
cause cleaning is such a bitch.,0
 right now I'm on this Mikkeller barley wine joint. I stepped on some crazy smoked beer I got earlier like a fucking retard,0
"dude Stef says ""he is the biggest pussy on Christmas eve ever""",0
 we freaked the fuck right on out of the country...,0
just got the free iPhone one this sucks and I am new to the twitter world.,0
Oh and Nebraska blows. Oklahoma sucks and Nebraska blows. That's why Kansas is so windy. Although it sounds very dirty.,0
I hate all my classes. None of them are interesting :( (Classes = lessons in US I s'pose),0
"I suppose there's arrogance no matter where you go but I hate it from ""chavs"" most of all &gt;:S Oh and the jocks.",0
YES! Now All I Have To Do It Talk To The Pack... Simple Enough  & Bribe Leah  Damn! thats a Hard.,0
does your dick tan too?,0
spproductions people kept tellin me get this shit...I'm like 4 real? ok...I'm goin tell yo ass everything! lol,0
Hate to tell you  Aston went to the beach. Aston is a good beagle. Well mannered. Diva pug needs more attention,0
Nooo  combichrist DOES equal peace  damn you! Oh  January... Andy  here I come!,0
You were searching for an Italian? Damn! I thought you were offering services.  I never get it.  No Italian here. Scottish...,0
Semi around  cant promise you much action but if you post I'll reply best as I can. Sorry babe I know tonight sucks for ya,0
Lot of folk hate process. Hope you've got management support or you'll go mad. RU implmenting an ITIL type meth or cleaning up chaos,0
Checked out the site and subscribed on iTunes. I'll give a podcast a listen (am a bit of a podcast freak - usually tech),0
I'd hate to see your power bill. Just about to throw on the lycra (not a great sight lol) and ride home from the office. Sleep wel,0
Oh  stop being so dramatic...you do not hate The Jets! ;-),0
my hubby says no - he (freak) likes poodles. I like australian shepherds. So we're stuck w/ a mutt. But thx for the lead!,0
Down here  people are smart enough to not piss on an electric fence  let alone do it again after being shocked once.,0
I could see how YOU would think so  but alas  there is a big difference between felching and ass. The difference being the cum,0
I do think it's a rug.  If not  someone tell him on top of everything else he has done  his hair sucks too...lol,0
never say never. Maybe he isn't a jerk like that loser lol,0
eww  that sucks. hopefully u have off soon?,0
whoever u give a chance to better be damn lucky and appreciative.,0
sweet! i sure hate i lost my anniversary edition dvd of it.....digitally remastered and just perfect,0
My position on LA has always been that radio sucks there  so would KCRW change that?,0
Dang that sucks...Sherriff Joe been trying to get that dude in his jails for a minute...not looking good for him,0
nice ass mr Barnes!! Lmao,0
WOW ... that sucks - where you at .... Yeah got 2 papers to submit 2mmr - have no inclination to write those.,0
I cant wait to go make snow angles and a fat snowman :P the little things in life,0
that sucks - sports for women in India is a myth. My sisters are national level football players and they think so too,0
aint nothing wrong wit a big girl...i cant stand a super skinny bitch...or is it just me... :),0
no  postsecret is still #1.  But @secrettweet is pretty damn entertaining too.,0
I know!  Going to have to mix some up to bring with me  I hate paying for drinks when I go out.,0
tonight at 7 damn..we got to reschedule..lol,0
That was meant to look more lighthearted than it did  btw. Add lol or :) to it. I hate that my type always looks so bitchy,0
@warley is a freak like that,0
rooster fucking a football?  Can I get that in avi?,0
the birds speak to josh! don't hate! lol,0
I don't have a link for stuff I pull out my ass  buddy. Other people may  but I'm what you'd call an all-natural kind of guy.,0
"divinewrite ps. How do you guys down under say ""that was a Kick Ass e-book""?",0
Coltrane video kicks some ass. I can't get text zooms and pans as smooth as yours. What prog. did you use again?,0
it is damn cold! I'm driving by on the way to my mom in laws house!,0
no good man  it rained all damn day!,0
Daft Punk fucking rocks,0
fuck  that blows! For how long?,0
Coke Zero should absolutely not exist. Cherry Coke Zero is alright  but I still say fuck it.,0
I'd jam with you if you ever kicked some nobodies off your damn friends list   lol,0
Street Fighter HD better be on the store today or I'm going to freak out,0
Stop it with that damn song,0
oh ok. that must suck ass. I'm signing up for bid day out roadie next year. should be fun.,0
damn couldn't tweet coz of school,0
OMG it is a small world! I was there summer of '89.  Uh oh  the song  now the damn song is stuck in my head.,0
she's a fake biker chick  tho I'd only B a poser  can't/won't give up washing my hair & buying expensive shoes LOL,0
But of course! I saw the work @youthassets is doing on the ground. Great woman running that org! And a damn good driver too. ;-),0
wish to fuck I was in Philly for what sounds like a bomb ass date.,0
I hate all my clothes at the moment too. That is why I like shoes and scarves. They always look good.,0
tell da steroids man he looks fat.. That should do it.. Hehe..,0
I know  but I just hate people who ack like that...I wouldn't last a day on the net...LOL,0
I agree  I hate that saying about how you spend NYE is what you will do all year! It does add a lot of pressure!,0
damn that's cold! It is going to be in the 60's here and we still haven't had a snowstorm. I want snow!,0
lol! Girl--no matter what the situation..they are on some fuck shit...,0
thanks mama..they damn names be too long!!,0
loved when there would be a sandbar at ehukai!  damn  cold and brown honoli'i here in hilo jus aint even close!,0
it's good to have Dick Clark on TV. It may be some people's first or only interaction with someone who has had a stroke.,0
It is kind of silly that you can't copy text in the BB Gmail app. Not enough to make me stop using it though. :) I hate RIM's.,0
Damn right  Skippy!,0
Yes  they do. And those vehicles cost a small fortune in gas  are a *bitch* to park in Manhattan and not a tenth as much fun. :),0
Correction: *Wannabe* fashionista. :),0
Sure is  and it's about damn time too! The whole LJ server move screwed it up for a bit.,0
Thats exactly why I am now back on the fence... damn this decision is a tough one for me this time.,0
yeah white women can have his ass..in all seriousness.,0
girl you late..lol that kinky ass show has been on for about a month.,0
calm the fuck down boo..lmao,0
im replacing it with Britney Spears - Circus. I doubt that sucks anywhere near as much as 808's or plies.,0
I can damn near listen to his album in it's entirety without skipping..which is a good thing,0
lmaooo he's horrid..but the WORST thing about him is  he's actually a smart ass dude..I don't get him at all..,0
the gays learned that choreography so damn quick..smh,0
Oh  that sucks. Feel for you. Glad all of mine get along. Well  except for 2 of the male cats. They tiptoe around each other.,0
I know!!! You'd better get your ass back here by March!,0
I hate it when I do that. I blame it on too many drugs in the 70's.,0
After three months of walking down the hall to the desk in the living room  I'm completely spoiled! LOL 108 miles a day is a bitch!,0
"""ur allllllll i neeeeeeed to get byyyy..ay ayyyy"" Luv that damn song!!",0
Damn.  That NY resolution didn't last long! lol,0
usual but it used to piss me off.,0
no no no. i don't really hate karl. i was just frustrated with chanel these past few weeks. now i'm back to loving mr. lagerfeld.,0
is totally kicking my ass. If I'd known he was so smart about life  I would have started going to him for $5 therapy...,0
Clint Eastwoods best movie he was a pig farmer!,0
LOL I mean heated SIDE mirrors!!! Damn buttonless phone O_o,0
Damn  OK I'll put up with the rain and the freezing weather for a little longer then  but soon ok hee hee. xx,0
hee hee. I got the Wii and Wii Fit for my birthday and am really impressed with it. It's great fun as well and fat burning &lt;grin&gt;,0
Rick Warren is no hatemonger. Opinion doesn't equal hate.,0
arse for king! I get mine out all the time! Hey  I'm gonna be fat old n wrinkely one day! My god cider is not my friend! Or is it?,0
"""my key don't work for the top lock"" looking ass......",0
I don't know. I be using that SAAAAMMEE damn key!!,0
she got yo ass spooked!!!,0
I'm 19 mins and 13 secs away from molly wopping her ass!,0
am using vickers online and i don't recommend it  the interface sucks.,0
The tilt looks cool. I always get the newest phones . I'm a cell phone addict or whore....,0
oh girl  you know you've been there. ;)  I hate that damn pony.,0
u just had a vacation. lol Send me the new Al Fat joint that he did when we were at the studio,0
when they hate / sneak diss. that means you are doing TOO much. Asvice: fcuk em & keep goin.,0
tanks for the rply have fun and a smack on your ass!!!,0
i love your old whorey ass fukka!!,0
someone hacked your account?  that sucks!,0
you guys need to stop w/ the gay martin sargent godaddy ads. I was glad that loser was gone but now he's back in the cheesy ads :(,0
it's hot here...78deg w/ no wind.  Damn hot hawaiian days :(,0
ok got urz...hmmm mayb I just don't have good service here...damn Hawaii's bad infrastructure!,0
&lt;3 ::huggles:: nyaaaa~ its snowing T_T i hate it.,0
I WISH I COULD! I HATE SNOW!! cuz it might cancel my drive test! &gt;&lt; which means no license!,0
FUCK YEAH!!!! PARTY!!!!!,0
THATS SOUNDS SO GOOD!!!!! FUCK!!!!!,0
"Now that's a sell - ""it kinda sucks actually""",0
fuck  yes.,0
Don't fogret how hamas took over Gaza executing Fatah throwing off skyscraprs. Some palestinians hate hamas more than israel #gaza,0
@donwill this is true. i've been obsessed with ramen for months  thanks to Yvette and that damn restaurant in manhattan.,0
I know  it sucks right now  doesn't it? :(,0
thank yoooou. I'm probably going to get my ass handed to me lmao,0
I hate to point out that the new one is much closer to the plot of the book that the first movie was originally taken from,0
That I can understand. And because I really can see both sides  it just sucks.,0
Hey  I'm sorry about the rumours. That sucks. But Erica's right  you have us FCAs behind you for anything *hugs* Hope the  ...,0
woah! So suprised when i saw your updates! I always knew that you hate computers  =D,0
LOL. I personally am not ready for a finger ring. Cock ring I would do though. Thats just good times :),0
Depends on if the cookies go straight to your ass  thighs  or tummy I guess.  For me  I definitely bake my ass on.,0
yea today was broke. Xmas time sucks.,0
remind me never to piss you off,0
its accounts..... and i hate it... i cant make out head or tail of this sub!,0
Ew. Those men.... Gemma! Have better taste! They're obviously gay.,0
I had one the other week that didn't taste like alcohol but knocked me on my ass. I prefer not to taste alcohol.,0
You lucky whore  you. The roads weren't too bad. But we're supposed to get more snow tonight.,0
I nominate @avflox for the #cunt award becase it just makes sense.,0
FAIL! Get your ass back to Tesco's right away.,0
aw that sucks baby. Just one more reason to love this snow.,0
Did you were a nerd in high school or a bully ?,0
"""Baby boy you only funky as your last cut. You focus on the past  your ass'll be a has-what"" - Outkast ;)",0
awwwww  that sucks!! sorry!! and i'm pretty good i'ma trying to change stuff on mi profile but iz not workin so good!!,0
Total fag  unless its Jesus Christ Superstar  because even crappy straight people love Superstar. Seriously. Even dudes.,0
That last twit was supposed to be @'d at you  but I did it wrong. Anyway  I still love you even if you hate Ta-Dah. Srsly.,0
I see the theory  but I have decided to have a pizza and fuck off  which is easier.,0
there a famous crab house off regisitertown or was it randalltown rd.. dang i hate the fact i cant remember all the good spots,0
almost 40 and whatever hoodsag I may have it's workin better than ever and I ain't cutting a damn thing down there.,0
dudo your doggies are cute my aunt has a pug but it ate some of my mp3 and im just like damn so im music deprived now,0
dudo kool that would be kick ass if u made it,0
it is christmas eve im fucking excited,0
Pah  lazy my ass! I'm facing 6 hours of book stacking! *lol*,0
ahh damn if u r in dublin look out the sunset is gorgeous,0
What the /fuck/? XD,0
"I get that problem ALL THE TIME.  Today I just said ""well fuck that "" rolled over and slept for another five hours.",0
YOU SUNNUVA BITCH. / @TarinTowers: Only one week of spoons to go!,0
*clings* D:  Feel better  damn you. &lt;3,0
lacey's ass is just to big considering how lil she used to be...lol,0
Damn. I've actually reformatted the drive several times. Eventually becomes read only every time :(,0
kicked ass this week.,0
hate what? ohiuogdfgjnksdfgnisbgudbgubgfdgiubdbggiuhdfguihdfguihpgpuihgiudfhgjkhdghpdsfughudphypushgupghuhuhpuighghoihfdiogio,0
It sucks (for us too at SlideShare). Hope Apple does something about it.,0
girl I feel your pain  I have a COLD 2! I want to cry :( I HATE being sick :( &gt;sniff sniff...T sick 2...both sick,0
briefs are oh so sexy. Boxers are too loser and unattractive and tightywhities are like panties!!lol just my 2 cents,0
I might pass out. awful.i.hate.being.ill. hows Jane Eyre?,0
GET your fucking act together! Can't you see what a waste you are? Look around you fucktard  the world is waiting. TICK.TOCK.,0
"both husband and dad HATE football  my mom and I love it  my husband said ""its a girl thing"" last thanksgiving lol",0
next season on the hills... more drama. LOL i hate that show,0
in soviet russia  youtube bitch meet YOU,0
http://twitpic.com/t17d - FUCK YES!!! why so serious!! so fucking epic,0
HOW YOU MET TWITTER BITCH!!!,0
wings vs avs tonight. i hate the wings  and the avs. oh well  i'll cheer on detroit. i think i know who your rooting for :P,0
come on  man. they can still come back. they're playing against raycroft. he sucks in the third. i know that as a leafs fan,0
"This is a better Hodgman excerpt: ""it is hard not to conclude that Barack Obama is somewhat tone deaf when it comes to gay issues"".",0
&#8212; I hate them  too.  Don't use them.  Worrying about whether users post your article to sites is a bit narcissistic  I think.,0
 Ahhhhhhhhh so glad to see you. HNY & ditto.  FUCK CANCER,0
no I hate strip clubs and that's not real debauchery. I'd be into checking out a swinger's club but need to be invited to that,0
Ugh.. fuck! That sucks. I'm sorry mama... I really need to start buying latex. I love it  but I swear I can't afford it right now.,0
Hey... If my lazy ass can do it.. you can too! :),0
ugh... and I'm still up writing this damn article. Think if its in his email in the am he won't notice the date and time stamp?,0
"Trying. Fuck. It was due ""yesterday"" and that ended 2 hours and 47 minutes ago.",0
2 ?'s: when do u leave for cancun? when the fuck am i seeing u again? when do we go back to school? ok that was three. whatever.,0
don't worry. i love my niece and hate my sister in law. I think its like a rule or something.,0
that sucks :( tell her to get unsick!,0
nothing against Guy  mind you -- love him. but why do you hate democracy?,0
aww! Sucks that simcity is not stable. I was looking foward to it.,0
Yeah  it's pretty cool  though having to add movies to your instant queue to watch them kinda sucks.,0
ass felching sounds kinda redundant,0
"disappointed to find ""nice ass"" pic has been removed. appeased by hot fire breathing girls! :)",0
YOU haven't  but a lot of #blcks did.  That's the case with me. Story of my life and I don't give a damn.,0
In fact I hate the after effects naps bring me. I feel worse and might sleep longer as planned.,0
damn  you're in DC? Where is Timberlakes?,0
adangta kan jadi bitch ane. enough taa. aku marah ne  *buat muka mrh* esh,0
I think the Standtard is FILLED with imagination. No fucking news  but lots of make believe racist shit.,0
"asked the Tory social media guy for his Twitter name: ""Well  I'm not on there personally"" Big 'oh fuck' from around the table",0
What the fuck was that? Did someone puke in my ears?,0
and @mattarmendariz - if you're eating lunch at 10:40am  then I'm definitely having a damn cocktail.,0
- who *didn't* grab your ass once you got to EG? i mean  seriously...i saw lots of grab assing. just sayin'...,0
I nominate @charlestrippy for a shorty award in #entertainment because... HE MET YOUTUBE BITCH!!,0
god damn dan just pirate some sample packs haha. But the effort was cute.,0
Shoots. My Hawaiian ass is dead. Hiamoe for me. TTYL8R,0
Game Junkie. I still want to play with you someday. I wish I knew some good games ):  /deadpoor You'd probably kick my ass  though.,0
I know...its so fucking ridiculous. XD,0
maybe someone's being a dick and hogging up the connection..I dunno *shrug*,0
TELL IT TO STOP BEING SUCH A DICK!,0
Of course  I'm hanging out for the Core i7 Mac Pros. Can't wait to see one of those babies murdering ANSYS problems. Hehehe.&lt;/nerd&gt;,0
lol - we could do that now if only I could be bothered getting off my fat ass and coming to Perth.,0
Olivia you dick! I have your phone and your wallet!,0
I'm in bed listening to the loud ass BOOMS in mililani. So many ppl popping aerials!!,0
...saw your wall post...fix your damn phone foo...,0
*laughs* i'd hate to see the aftermath of that bird,0
ain't that crazy? enough to piss you off!,0
yah managed to  but was a bitch to transport. i think something might've gone wrong with the chain  gonna take it to a shop ltr,0
BITCH GET ONLINE  I FOUND CUTE SHOES,0
FUCK YOU I TOLD YOU I CAN COOK,0
fuck you  do you know how cold it was in nyc today?!,0
Myspace players seem to hate me. But whatever it is  it will never be as good as Grandpa's Last Christmas,0
How about the party of duck and run telling us that WE don't have cajones.  I'm surprised those ass hats can type.,0
Why what? Hate payment history letters?,0
I take my son and it works wonders.  Nobody wants to fuck with a parent.  It just looks bad.,0
v3rmillion Sorry must have been all that gay porn I signed you up for.,0
damn doll  u kinda look like brit wit hair!!!!!!!!!!!!!!!!!!!,0
????????wtf? WhAt ThE fUcK?,0
!!!!!!!!!! ya bitch  u prove it,0
damn y ya follwoing?,0
"I hate open the can  but what do you mean by ""justify?""  Christianity *exists*  man. Explain how it came to be. Mithras? NOT.",0
... about as bi as I think Whoopi is  but okay. I am not a Rose fan. Plus everyone who touches RTD gets a bit of the gay.,0
just got left 4 dead  pretty damn fun for pickup games,0
Damn  i'm back at home... that not good... That was the last step before the return to the normal life... :|,0
is the Black Bitch anywhere near Clever Dick's? http://tinyurl.com/axf82t,0
I would totally hire her just because she said sales-whore.,0
who fucking behaves anyway?,0
ouch...that sucks!  I hope you're feeling better real soon!,0
Shouldn't u be working?? You know i hate being cold. :) --- MaryZ41: @sleighz hey! what does THAT m,0
'Turns out not where but who you're with that really matters.' ;) --- MaryZ41: @sleighz yeah  we all hate bein,0
Ooof  too much effort  where's all the open source kung fu magic giving me a sweet ass browser?  Firefox? More like FireFAIL.,0
damn. It's early. I'll prolly be woopin it up at the challet basque when I'm off.,0
not wit CB2009 (Cock Blocker) that's her new rap name. not wit CB2009 on her shit,0
now that sucks...no dunkin donuts...most of ours are closed but a handful:(,0
Right?? she knows my name and everything now.. Askin me where should she move to here in Cleveland. Damn!,0
LOL!! Not DMX  his ass is crazy,0
Awhh damn! I was gettin excited,0
aawwhh damn! WAKE UP Strawberry shortcake,0
"I hate monday mornings so Im grumpy ""(",0
Work is turning me into a cuddle whore. I get outta here and just wanna be held.,0
Also entered the contest - Whore-ay!,0
Damn I'm sorry to hear that. =( well its a treat when you do go I'm sure!,0
i must hear this in meatspace cos i fear you're winding me... 'super awesome' my ass  LOL. no way do i believe you  HAHAHAHA! x,0
"your humor in fine form 2day-i needed laughs! Like game show and ""evry othr fucking min!"" thx man!",0
..of course your work kicks ass too-didnt want u to think not appreciated! My god-that was amazing though wasnt it,0
Nah  hate is such a strong word. Was amusing  but maybe ditch the wine next time. Interesting points of view  which I enjoyed.,0
: Found you through Twitter Grader (http://twitter.grader.com) i hate the flying whale too!,0
damn kanjiong.. lol but its kinda expected la.. when the eclipse go away,0
damn cool. u can activate da camera of ur fon n u can move ur fon freely 2 look around da game when u r walking or sneaking,0
well if i said slut i would have to include Fish in that category,0
what?!?! im sorry!!!!!! ill kick his ass for you if you wish i got some pretty wicked awesome ninja skills :),0
Nocturnal does indeed kick ass. Be sure to go back and listen to his other stuff  if you haven't already. ONE MORE HIT LEFT!,0
still waiting to see you. Damn time warps; they get you every time you try and head to @gangplank. It happened to me before!!,0
 It's ok buddy. I hate flying  too.,0
Let's fucking go!,0
Didn't make it to the Young Whore  although I do love it--I hosted the karaoke at a friend's house!  'Twas fun :),0
Hah..I can relate to looking forward to smaller dress...Obtainable if I could just lose these damn latenight  munchies I get...,0
Oooh oooh oooh  and I wanted to see a good bitch slap too. Altho I that does go against my pacifist ways...what a conundrum,0
Going to spend some time in Fort Myers with the in=laws. I am excited to be going but ughh...I sure hate the packing!! LOL,0
Love Burroughs. Bukowski was like a broken clock - right twice a day. Ginsberg BLEH. I hate most of the Beats.,0
YOU WANNA THROW DOWN  BITCH? I can not update my blog better than you can not update your blog any day.,0
I don't think he's stupid  so I'll just assume he's a disingenuous cunt instead,0
We have some haters in Detroit and Onterio.....God don't like Ugly...must be the no-competition (In Canada  I think) I hate spam,0
Damn  I'm 10.5 - 11 ..,0
"""just when I thought you're running outta material  I come home n here's your Ass"" LOL",0
well i hate the way you make cars.,0
http://twitpic.com/wixa - Tooo damn cute !!,0
http://twitpic.com/wlgq - Damn  brother.  You got a sweet hook up there.,0
My Dick by Mickey Avalon or My Neck  My Back by Khia,0
U FUCKING FORGOT THE HOTTEST PERSON ALIVE! BLAKE LIVELY! SHE'S THE ONLY ONE THAT CAN MAKE ME (ya know) WITHOUT TOUCHING SHIT,0
"http://twitpic.com/xinl - I hate him so much. He's so cocky. Once  during one of Phil's shows  he twittered ""hey Phil  it's C ...",0
OH damn homes. I LUV email. I type EXACTLY how i talk! My fingers have an addiction 2 the keyboard. I'm wit it..Y b afraid of it?,0
I hate the gym 2. I go cuz i must & try to make it fun  i said TRY. BUT OMG i am talking myself out of going 2day...HELP ME JESUS!!,0
that damn cheddar...the hell?!!,0
"$100k? No prob. We're all over it! ""Socialbees transforms your Facebook page from 'blah' to a brilliant ass kicking machine"" ;D",0
your gonna get so fat before school starts,0
the ending sucks like hell.,0
you're so fucking dreamy,0
Wow that sucks. Glad you got it fixed.,0
aw fuck me in the ass i thought you meant maylene,0
aww man that sucks ((hugs)),0
fuck i knew it,0
well that sucks lol  say high to every one at rock bottom from me,0
LOL u remains me of my friend she loves football LOL I personally hate it lmao,0
Lo cool sucks u have to go to PR LOL sucks there,0
I gotta say  I found it pretty damn funny too...,0
not sure how long i've been on seesmic but it's a love/hate place for me,0
dang that sucks  i dont want to sound like A queer or anything but I think Chipmunks Kick Ass,0
Couldn't tell I had a choice! Damn thing auto-launches then locks up tight every time.,0
Seriously! He know's I have a final tomorrow that I'm studying for  but he's done with finals  which sucks!,0
i hate you :-p and  i wish we had that discussion in my english class!,0
"http://twitpic.com/ksek - uhmmm..almost has that ""infinity mirror"" look to it...lol!! Freak someone out after a few good drink ...",0
I remember driving in freak snowstorm in Tallahassee..92 I think--almost flipped the ambulance ;),0
big fucking graphics?,0
I'm sure there is a better way to put this but: Wow  what a fucking asshole.,0
Kirby is a whore. Also  a gay man's best friend. Have you seen how wide it can open it's mouth?,0
Anyone named kirby is a whore. It's one of the unspoken rules of life.,0
Occasionally fortune urinates on us all the universe does not hate you...it is a brief plumbing problem.,0
damn must be some good sandwiches. If they're that good wanna get me one while your there? :-),0
I think it sucks people r discussing it more w/out anyone involved being present. God forbid anyone EVER asked any of us about it.,0
"I have a friend who got a job in Indiana after college  moved there  and after a week said ""fuck it "" packed up and moved to France.",0
Hood has apparently lost his mind. Sucks for him.,0
Yeah that sucks. How long ago did u purchase? Have u asked for a refund for the difference or r u totally turned off now?,0
If I do  How do I travel? Dogsled? brrrrrr too damn cold for me!!!!,0
I'm sorry that you and your idiot friends insist on persisting in your senile  psychotic rants. Truly u r a bitch.,0
lol Damn talk about foot in mouth...... let me get to downloading!!! what are you doing on your day Ms?,0
"WOW!!!!  you went in on that man and used your name lmao damn you a ""G""",0
lmao oh I saw it in my @replies and it had me gone hahaha damn spam,0
Lmao Damn thats the truth,0
i hope not Tara! sucks someone would do that.,0
Also  you claim you won't change who you are. But I want you to change from a Guinea Pig into a monkey. Monkeys are awesome!!!,0
Wow  I really did spazz out back there  didn't I? Must be having had to deal with the TSA. I HATE THEM SO MUCH!,0
Christmas guinea pig! Hooray!,0
LOL i wouldn't know anything bout prostate spasms but it sounds terrible. they really needed 2 get up on their hotel piss game!!!!!!,0
i cant believe i woke up to read that question on twitter lol hahahaha wow im up now! damn lol because men r greedy! lol,0
COME ON NOW I KNOW YOU EXPENSIVE BUT DAMN LOL AIGHT LOL,0
NOOOOOOOOOO but knowing him his ass will just pop up tonight! as far as i knew on thursday he was still coming!,0
Jackson kicked Sylva ASS! Wow!,0
okay i want skeleton gloves now. fingerless ones  naturally. i kind of am a 14 year old emo boy though  deep down. hahaha.,0
damn..dat is scary..im movin on da southside..how s it ova there? idk im leavin my lil good life here..disz crazii..*tearsz*,0
damn man on sum real shyt...u scarin me...my city got deaths..but damn...disz aint even koo,0
aw shittt they was talkin bad? Lol fuck emmm I wuz messin around seen u live,0
Yes  I've read that too. It's good for filling you up  but I really hate running to the john all day&even worse at nite #gno,0
who the fuck are you??,0
GENUOIS BITCH LOL,0
ah yes us all believeing in modern medicine and such . damn us !,0
Im just glad im gon be paid to sit on my ass lol,0
I need to get my grandma to teach me how to cook that they be so good. and them damn collard greens fresh out the garden,0
yeah they should they sold fast as fuck down here. i woke up late I was worried. I dig how the 11's look on girls,0
Lmao that damn show is funny,0
at least its a good excuse to have steak. my wife keeps craving fast food. I hate fast food. i like steak.,0
@matthudgins Whale Done  How to Win Friends and Influence People  and anything from Tozer,0
Seen a news article on why the SLUT wasn't running? The surface rail/trolleys I've seen on the east coast wouldn't have blinked.,0
I believe that's what you called my gray cardigan one time haha. You're going to make one fine ass grandma one day.,0
My kid loves Phantom too. :) She's kind of a musical freak though.,0
DAMN YOU!! Another freakin Dave tweet for saying good day...wtf man  wtf!! ;-) &#9829;,0
Ewwww  it's Christmas...hate is not allowed!,0
I love Fat Louie too. I love his pillow and his crown he wore and sat on during the plane ride  what a great actor Fat Louie is.,0
What do you have now? Love my BlackBerry Curve (and they're $99 now)  and the Bold is supposed to be awesome. Hate the Pearl's KB.,0
Y'know  @QueenofSpain doesn't hate me  so I don't think she hates the east coast...just certain east coasters. AHEM. ;),0
yes that sucks! So that's y I'm reading everything again!!! Can't go by what she says,0
aww...it never snows in texas. it snowed a few years ago. but that was just a freak accident! it hadn't snowed for 100 years.,0
thank's L. i hate when he works nights cause i'm awake during the day while he's sleeping. but now he's going hunting!,0
i know! who the hell gives you a baked potato with NOTHING on it? and a rinky dinky little ass steak? i'm hungry still. lol,0
LOL it sucks to not get buzzed. I'm just there twiddling my thumbs. LOL,0
You must have missed the fag grapevine call about Eartha. I am sick. Going back to bed. Blah!,0
You are Mary of the Frodo clan. You are gifted beyond all other fag hags. (and I use that term with much love!),0
bitch. I WAS A PRETTY GIRL!!!!!!!!!!!!!!!,0
what a fuck nugget.,0
I am going to try and find a boyfriend by august and beat his ass into doing it!!!!!!,0
same here...i got new sox they are pink and black...even though i hate pink...they are striped.......................,0
Internet booze is headed your way. God  send some back mine too... its been a long damn day. (Hee  I rhymed!),0
I couldn't agree more! love winter clothes  hate the dry hands.,0
- RR could also whup JT's ass.,0
damn straight. one of the guys here only just made it out alive,0
